index,actor,detail
4330,Michael Palin,Oh he was great. Did you see his left arm?
4331,Michael Palin,OK* we'll look around the hall after everybody's gone.
4332,Michael Palin,And where did the head land? Right at the back* that's justice...
4333,Michael Palin,What d'you want?
4334,Michael Palin,No* no* we've got his head. He ain't hurt that bad.
4335,Michael Palin,OK* give it to me. I'm seeing his trainer tomorrow. I'll give it to him.
4336,Michael Palin,How's the Champ?
4337,Michael Palin,OK* well keep the dressing gown kinda loose* OK.
4338,Michael Palin,OK boys* come on in!
4339,Michael Palin,This boy has never let me down. He's the pluckiest goddamn fighter I've ever trained.
4340,Michael Palin,No* no* we were expecting that. I told them to expect it to and it did. He ain't stupid.
4341,Michael Palin,Yeah OK. But keep the questions simple.
4342,Michael Palin,I said keep the questions simple!
4343,Michael Palin,There's no question of burying the kid. He's just reaching the top.
4344,Michael Palin,No* he ain't going to no hospital. He's got the return fight next week.
4345,Michael Palin,And there's Frank Sinatra leaving the ring. Behind him is George Raft* another great boxing fan* Martin Bormann* acknowledging the applause* and with him of course is Gus Himmler* who did an awful lot for the sport in his country in the early 1940s. And here comes the Champ now and he seems in good shape to meet the Killer once again. Before an audience* some of them will have paid $920*000 million for the privilege of seeing this boy get beaten up. And there's the bell.
4346,Michael Palin,And a left and a right and a right jab that's taken the Champ's shoulder off. And here's the Killer again with a right and another left and a bash with a hammer and a terrific smack with a heavy thud right into the skull and there's a gaping hole right through the Champ's body now. And now the Killer's working on the cut eye with a series of beautifully placed punches and the head's coming loose.
4347,Michael Palin,Morning Mrs Non-Gorilla.
4348,Michael Palin,No ... been shopping.
4349,Michael Palin,A piston engine!
4350,Michael Palin,Oooh! It was a bargain.
4351,Michael Palin,Hello* and welcome to 'A Room in Polonius's House'. Well tonight is European Cup night. One result is already in from Munich. The European Cup* first round* second leg* Bayern München 4397* Wrexham 1. So Wrexham going through there on aggregate. Well* now it's time for racing* so let's go straight over to Epsom and Brian McNutty.
4352,Michael Palin,Well here in High Street Epsom* There are ample opportunities for all kinds of redevelopment. As you can see*
4353,Michael Palin,behind me now there are a high level of low density consumer units* still not fully maximizing site value. This could be radically improved by a carefully planned programme of demolition. And of course most of the occupants ere...er...elderly folks* so they wouldn't put up much of a fight.
4354,Michael Palin,Good afternoon* Brian.
4355,Michael Palin,Well* a fine horse* Brian. You know you can't go wrong.
4356,Michael Palin,Oh very definitely* very definitely* indeed* certainly Brian.
4357,Michael Palin,No* no I think you're wrong there* Des* with the right kind of going* he's going to be in there at the finish* Des.
4358,Michael Palin,Well a very exciting race there at Epsom. And now over to the European Cup at Barcelona where the latest news is that Miguel Otana* the burly Real Madrid striker* was sent off for breaking wind in the forty-third minute. He'd already been cautioned for pursing his lips earlier on in the game and now he's off! So let's see a playback of that ... Brian.
4359,Michael Palin,Jimmy?
4360,Michael Palin,What do you make of that?
4361,Michael Palin,Hamlet?
4362,Michael Palin,Well you've got the girl on the bed and her legs up on the mantelpiece ...
4363,Michael Palin,And then...
4364,Michael Palin,We are here today to witness the opening of a new
4365,Michael Palin,Wir kommen hier heute Morgen für die Einfang auf dem neue Kabinett für die Poste.
4366,Michael Palin,A perfectly ordinary morning in a perfectly ordinary English suburb. Life goes on as it has done for years.
4367,Michael Palin,But soon this quiet pattern of life was to change irrevocably. The commonplace routine of a typical Monday morning would never be the same again* for into this quiet little community came ... Mr Neutron!
4368,Michael Palin,Mr Neutron! The most dangerous and terrifying man in the world! The man with the strength of an army! The wisdom of all the scholars in history! The man who had the power to destroy the world.
4369,Michael Palin,Mr Neutron. No one knows what strange and distant planet he came from* or where he was going to!... Wherever he went* terror and destruction were sure to follow.
4370,Michael Palin,Mr Neutron! The man whose incredible power has made him the most feared man of all time... waits for his moment to destroy this little world utterly!
4371,Michael Palin,Then there's Stanley ... he's our eldest ... he's a biochemist in Sutton. He's married to Shirley...
4372,Michael Palin,Yes* that's right* I think she's a lovely person.
4373,Michael Palin,My husband doesn't ... he thinks she's a bit flash.
4374,Michael Palin,And they* of course* they come down most weekends* so you'll be able to meet them then.
4375,Michael Palin,And very important* too. If you don't care for your scalp* you get rabies. Then there's Kenneth* he's our youngest. Mind you* he's a bit of a problem... at least my husband thinks he is* anyway.
4376,Michael Palin,Mind you* the one we hear so much about nowadays is Karen. She married a Canadian - he's a dentist - they live in Alberta - two lovely children* Gary who's three* Leslie who's six. They look like the spitting image of Karen. D'you want to see a photo ... ?
4377,Michael Palin,All right.
4378,Michael Palin,Meanwhile in Washington* at the headquarters of 'FEAR' - the Federal Egg Answering Room - in reality a front name for 'FEEBLE' - the Free World Extra-Earthly Bodies Location and Extermination Centre... all was not well.
4379,Michael Palin,Hello?
4380,Michael Palin,You mean FEEBLE?
4381,Michael Palin,What is it?
4382,Michael Palin,Mr Neutron! Oh my God! OK - Surround the entire city! Send in four waves of armed paratroopers with full ground-to-air missile support! Alert all air bases! Destroy all roads! We'll bomb the town flat if we have to!
4383,Michael Palin,OK! Hold everything! Hold everything! Hold it! Lay off! Lay off... Where is he?
4384,Michael Palin,All right! I want a full-scale Red Alert throughout the world! Surround everyone with everything we've got! Mobilize every fighting unit and every weapon we can lay our hands on! I want... I want three full-scale global nuclear alerts with every army* navy and air force unit on eternal standby!
4385,Michael Palin,And introduce conscription!
4386,Michael Palin,Right!
4387,Michael Palin,So the world was in the grip of FEAR! A huge and terrifying crisis generated by one man!
4388,Michael Palin,... easily the most dangerous man the world has ever seen* honestly. Though still biding his time* he could strike at any moment. Could he be stopped in time?
4389,Michael Palin,Yes?
4390,Michael Palin,Have we bombed anywhere? Have we shown 'em we got
4391,Michael Palin,?
4392,Michael Palin,Good. Good. We don't want anyone to think we're chicken.
4393,Michael Palin,Of us?
4394,Michael Palin,Of our power?
4395,Michael Palin,Wow! I bet they are. I bet they are. I bet they're really scared.
4396,Michael Palin,Do we have any figures on how scared they are?
4397,Michael Palin,Ah! But it's not working?
4398,Michael Palin,OK. We'll try another tactic. We'll try and out-smart this Neutron guy. Yes* there's one man who could nail him.
4399,Michael Palin,He's the most brilliant man I ever met. We were in the CIA together. He's retired now. He breeds rabbits up in the Yukon... '
4400,Michael Palin,His name is Teddy Salad.
4401,Michael Palin,Lettuces* cucumber* radishes. Yeah* yeah* yeah.
4402,Michael Palin,The Yukon. Oh* and Carpenter ...
4403,Michael Palin,Make sure you get a decent disguise.
4404,Michael Palin,While precious time was being lost in Canada* the seconds were ticking away for the free world...
4405,Michael Palin,Already Neutron - who* you will remember* is infinitely the most dangerous man in the world* he
4406,Michael Palin,is - was gathering allies together.
4407,Michael Palin,Oh* I've tried that ... I once got down to fifty-six stone. But I couldn't stay like that. I used to take potatoes wherever I went. I used to go to the cinema with three hundredweight of King Edwards* I'd eat 'em all before I got out of the toilet. I had to go on to bread.
4408,Michael Palin,Teddy Salad?
4409,Michael Palin,You don't like it?
4410,Michael Palin,You're the first person to order a salad for two years. All the Eskimos eat here is fish* fish ...
4411,Michael Palin,What fish you want today* uh?
4412,Michael Palin,Bream! Where do I get a bream this time of year? You bloody choosy Eskimo pests.
4413,Michael Palin,Why don't you like a nice plate of canelloni?
4414,Michael Palin,I've had my lot of the Arctic Circle. I wish I was back in Oldham ...
4415,Michael Palin,Haddock!
4416,Michael Palin,Here's your bloody fish.
4417,Michael Palin,I'm not an Eskimo!
4418,Michael Palin,While Carpenter took the most brilliant agent the CIA ever had for walkies* events in the world's capitals were moving fast!
4419,Michael Palin,Prime Minister.
4420,Michael Palin,Prime Minister* we've just had the Supreme Commander US Forces on the phone. Apparently they want a full-scale Red Alert!
4421,Michael Palin,They want a full-scale Red Alert - every troop movement...
4422,Michael Palin,Well apparently the whole structure of world peace may be threatened unless we immediately...
4423,Michael Palin,Well anyway* this Mr Neutron* is located somewhere in the London area. We must find and exterminate him. The Americans say if we don't* they will.
4424,Michael Palin,The Americans say if we won't
4425,Michael Palin,will!
4426,Michael Palin,They'll bomb the entire London area.
4427,Michael Palin,They won't bomb
4428,Michael Palin,.
4429,Michael Palin,Sure.
4430,Michael Palin,Well apparently they haven't got Neutron yet... but when they do...
4431,Michael Palin,Carpenter ... er ... ugh ... ah...Carpenter...
4432,Michael Palin,Yes... yes... it's just it's so goddam painful in here... what's the problem?
4433,Michael Palin,I ... oh God ... I ... I ... I...
4434,Michael Palin,I gotta go walkies again.
4435,Michael Palin,OK. We'll bomb Neutron out. Get me Moscow! Peking! and Shanklin* Isle of Wight!
4436,Michael Palin,And so the Great Powers and the people of Shanklin* Isle of Wight* drew their net in ever-tightening circles around the most dangerous threat to peace the world has ever faced. They bombed Cairo* Bangkok* Cape Town* Buenos Aires* Harrow* Hammersmith* Stepney* Wandsworth and Enfield... But always it was the wrong place.
